,Beijing,Haerbin,Jinan,Rongcheng,Taiyuan,XiAn,Chengdu,Nanjing,Jixi,Suzhou,Wenzhou,Changsha,Loudi,Nanchang,Meixian,Guilin,Guangzhou,Fuzhou,Xiamen
Guangzhou_骨,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,1.000,0.571
Fuzhou_骨,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,1.000,0.571
Xiamen_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Beijing_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
Haerbin_棍 子,0.913,1.000,1.000,0.913,0.913,0.913,0.718,1.000,1.000,0.565,0.739,1.000,0.913,0.913,0.797,1.000,0.913,0.718,NaN
Jinan_棍 子,0.913,1.000,1.000,0.913,0.913,0.913,0.718,1.000,1.000,0.565,0.739,1.000,0.913,0.913,0.797,1.000,0.913,0.718,NaN
Rongcheng_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
Taiyuan_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
XiAn_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
Chengdu_棍 棍,0.709,0.718,0.718,0.709,0.709,0.709,1.000,0.718,0.718,0.525,0.707,0.718,0.709,0.709,0.776,0.718,0.709,1.000,NaN
Nanjing_棍 子,0.913,1.000,1.000,0.913,0.913,0.913,0.718,1.000,1.000,0.565,0.739,1.000,0.913,0.913,0.797,1.000,0.913,0.718,NaN
Jixi_棍 子,0.913,1.000,1.000,0.913,0.913,0.913,0.718,1.000,1.000,0.565,0.739,1.000,0.913,0.913,0.797,1.000,0.913,0.718,NaN
Suzhou_棒,0.622,0.565,0.565,0.622,0.622,0.622,0.525,0.565,0.565,1.000,0.554,0.565,0.622,0.622,0.558,0.565,0.622,0.525,NaN
Wenzhou_棒 儿,0.689,0.739,0.739,0.689,0.689,0.689,0.707,0.739,0.739,0.554,1.000,0.739,0.689,0.689,0.863,0.739,0.689,0.707,NaN
Changsha_棍 子,0.913,1.000,1.000,0.913,0.913,0.913,0.718,1.000,1.000,0.565,0.739,1.000,0.913,0.913,0.797,1.000,0.913,0.718,NaN
Loudi_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
Nanchang_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
Meixian_棍 儿,0.730,0.797,0.797,0.730,0.730,0.730,0.776,0.797,0.797,0.558,0.863,0.797,0.730,0.730,1.000,0.797,0.730,0.776,NaN
Guilin_棍 子,0.913,1.000,1.000,0.913,0.913,0.913,0.718,1.000,1.000,0.565,0.739,1.000,0.913,0.913,0.797,1.000,0.913,0.718,NaN
Guangzhou_棍,1.000,0.913,0.913,1.000,1.000,1.000,0.709,0.913,0.913,0.622,0.689,0.913,1.000,1.000,0.730,0.913,1.000,0.709,NaN
Fuzhou_棍 棍,0.709,0.718,0.718,0.709,0.709,0.709,1.000,0.718,0.718,0.525,0.707,0.718,0.709,0.709,0.776,0.718,0.709,1.000,NaN
Xiamen_捶 仔,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_孩,1.000,0.683,0.705,0.705,1.000,0.783,0.698,0.776,NaN,0.429,NaN,0.705,NaN,1.000,NaN,NaN,1.000,0.526,0.561
Haerbin_小 孩,0.683,1.000,0.944,0.944,0.683,0.600,0.688,0.679,NaN,0.388,NaN,0.944,NaN,0.683,NaN,NaN,0.683,0.533,0.458
Jinan_孩 子,0.705,0.944,1.000,1.000,0.705,0.652,0.692,0.731,NaN,0.431,NaN,1.000,NaN,0.705,NaN,NaN,0.705,0.623,0.447
Rongcheng_孩 子,0.705,0.944,1.000,1.000,0.705,0.652,0.692,0.731,NaN,0.431,NaN,1.000,NaN,0.705,NaN,NaN,0.705,0.623,0.447
Taiyuan_孩,1.000,0.683,0.705,0.705,1.000,0.783,0.698,0.776,NaN,0.429,NaN,0.705,NaN,1.000,NaN,NaN,1.000,0.526,0.561
XiAn_娃,0.783,0.600,0.652,0.652,0.783,1.000,0.781,0.831,NaN,0.461,NaN,0.652,NaN,0.783,NaN,NaN,0.783,0.599,0.596
Chengdu_娃 娃,0.698,0.688,0.692,0.692,0.698,0.781,1.000,0.783,NaN,0.553,NaN,0.692,NaN,0.698,NaN,NaN,0.698,0.593,0.600
Nanjing_娃 儿,0.776,0.679,0.731,0.731,0.776,0.831,0.783,1.000,NaN,0.602,NaN,0.731,NaN,0.776,NaN,NaN,0.776,0.793,0.697
Jixi_細 人 家,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Suzhou_小 人,0.429,0.388,0.431,0.431,0.429,0.461,0.553,0.602,NaN,1.000,NaN,0.431,NaN,0.429,NaN,NaN,0.429,0.729,0.541
Wenzhou_娒 娒,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Changsha_孩 子,0.705,0.944,1.000,1.000,0.705,0.652,0.692,0.731,NaN,0.431,NaN,1.000,NaN,0.705,NaN,NaN,0.705,0.623,0.447
Loudi_細 個 崽,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN
Nanchang_孩,1.000,0.683,0.705,0.705,1.000,0.783,0.698,0.776,NaN,0.429,NaN,0.705,NaN,1.000,NaN,NaN,1.000,0.526,0.561
Meixian_細 人 儿,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_細 個 子,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN
Guangzhou_孩,1.000,0.683,0.705,0.705,1.000,0.783,0.698,0.776,NaN,0.429,NaN,0.705,NaN,1.000,NaN,NaN,1.000,0.526,0.561
Fuzhou_孩 儿,0.526,0.533,0.623,0.623,0.526,0.599,0.593,0.793,NaN,0.729,NaN,0.623,NaN,0.526,NaN,NaN,0.526,1.000,0.600
Xiamen_囝 仔,0.561,0.458,0.447,0.447,0.561,0.596,0.600,0.697,NaN,0.541,NaN,0.447,NaN,0.561,NaN,NaN,0.561,0.600,1.000
Beijing_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_海,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_不 糙,0.271,0.271,0.271,1.000,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271
Taiyuan_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_好,1.000,1.000,1.000,0.271,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Haerbin_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Jinan_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Rongcheng_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Taiyuan_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
XiAn_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Chengdu_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Nanjing_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Jixi_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Suzhou_喫,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,1.000,0.494,1.000,1.000,0.494,0.724,0.494,0.803,0.553,0.476
Wenzhou_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Changsha_喫,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,1.000,0.494,1.000,1.000,0.494,0.724,0.494,0.803,0.553,0.476
Loudi_喫,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,1.000,0.494,1.000,1.000,0.494,0.724,0.494,0.803,0.553,0.476
Nanchang_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Meixian_食,0.630,0.630,0.630,0.630,0.630,0.630,0.630,0.630,0.630,0.724,0.630,0.724,0.724,0.630,1.000,0.630,0.623,0.468,0.614
Guilin_喝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.494,1.000,0.494,0.494,1.000,0.630,1.000,0.478,0.584,0.509
Guangzhou_飲,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.803,0.478,0.803,0.803,0.478,0.623,0.478,1.000,0.509,0.446
Fuzhou_啜,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.553,0.584,0.553,0.553,0.584,0.468,0.584,0.509,1.000,0.473
Xiamen_啉,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.476,0.509,0.476,0.476,0.509,0.614,0.509,0.446,0.473,1.000
Beijing_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Haerbin_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Jinan_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Rongcheng_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Taiyuan_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
XiAn_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Chengdu_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Nanjing_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Jixi_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Suzhou_搭,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,1.000,0.299,0.405,0.382,0.382,0.326,0.405,0.382,0.384,0.382
Wenzhou_伉,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.299,1.000,0.270,0.297,0.297,0.315,0.270,0.297,0.278,0.297
Changsha_跟,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.405,0.270,1.000,0.852,0.852,0.702,1.000,0.852,0.358,0.852
Loudi_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Nanchang_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Meixian_同,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.326,0.315,0.702,0.712,0.712,1.000,0.702,0.712,0.490,0.712
Guilin_跟,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.405,0.270,1.000,0.852,0.852,0.702,1.000,0.852,0.358,0.852
Guangzhou_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Fuzhou_共,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.384,0.278,0.358,0.500,0.500,0.490,0.358,0.500,1.000,0.500
Xiamen_和,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.382,0.297,0.852,1.000,1.000,0.712,0.852,1.000,0.500,1.000
Beijing_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_河,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_江,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
Haerbin_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
Jinan_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
Rongcheng_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
Taiyuan_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
XiAn_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
Chengdu_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
Nanjing_黑,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.389,0.389
